Gene,RNA tissue specific nTPM,liver_nTPM_value,Tissue expression cluster,RNA tissue cell type enrichment,has_liver_nTPM,has_liver_cluster,has_liver_enrichment,Classification
THOC3,,,Cluster 77: Bone marrow - Cell proliferation,,False,False,False,non-liver protein
ITCH,,,Cluster 83: Liver - Metabolism,"Liver - Hepatocytes, Testis - Early spermatids",False,True,True,liver protein (cluster + enrichment)
TXNDC15,,,Cluster 60: Choroid plexus - Transmembrane transport,"Adipose subcutaneous - Adipose progenitor cells, Adipose visceral - Adipose progenitor cells, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
COG3,,,Cluster 83: Liver - Metabolism,,False,True,False,liver protein_2
CDK5RAP3,,,Cluster 68: Non-specific - Protein processing,,False,False,False,non-liver protein
VPS39,,,Cluster 35: Non-specific - Mitochondria,Testis - Sertoli cells,False,False,False,non-liver protein
EAF1,bone marrow: 56.4,,Cluster 6: Bone marrow - Innate immune response,"Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
SEC16B,intestine: 28.6;liver: 40.0,40.0,Cluster 37: Liver & Intestine - Lipid metabolism,,True,True,False,liver protein (nTPM + cluster)
MAP6,brain: 84.9;choroid plexus: 89.0;retina: 93.1,,Cluster 60: Choroid plexus - Transmembrane transport,"Kidney - Podocytes, Liver - Hepatic stellate cells, Lung - Respiratory ciliated cells, Pancreas - Alpha cells, Pancreas - Beta cells, Skin - Eccrine sweat gland cells, Testis - Early spermatids, Testis - Late spermatids",False,False,True,liver protein_3
VPS50,,,Cluster 66: Non-specific - Transcription,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,non-liver protein
ZNF469,ovary: 2.2,,Cluster 64: Neuronal - Transcription,"Adipose subcutaneous - Adipose progenitor cells, Skin - Fibroblast_1, Skin - Fibroblast_2, Testis - Spermatogonia, Thyroid gland - Macrophages",False,False,False,non-liver protein
VCPIP1,bone marrow: 20.0,,Cluster 40: Non-specific - Transcription,Testis - Spermatocytes,False,False,False,non-liver protein
SPG11,,,Cluster 47: Spleen - Immune response,"Adrenal gland - Adrenal cortex cells, Testis - Spermatocytes, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
ELMO2,,,Cluster 65: Cerebellum - Nervous system development,,False,False,False,non-liver protein
TMX3,,,Cluster 70: Lymphoid tissue - Immune response,,False,False,False,non-liver protein
DCAF5,,,Cluster 4: Testis - Basic cellular processes,"Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
CHAMP1,,,Cluster 16: Non-specific - Transcription,Adrenal gland - Adrenal cortex cells,False,False,False,non-liver protein
ZFP91,,,Cluster 4: Testis - Basic cellular processes,"Adrenal gland - Adrenal cortex cells, Lung - Endothelial cells, Testis - Early spermatids",False,False,False,non-liver protein
DCHS1,,,Cluster 41: Smooth muscle tissue - ECM organization,"Heart muscle - Fibroblasts, Kidney - Endothelial cells, Lung - Endothelial cells, Minor Salivary Gland - Endothelial cells, Testis - Early spermatids",False,False,False,non-liver protein
CLMN,testis: 31.9,,Cluster 46: Testis - Spermatogenesis,Testis - Late spermatids,False,False,False,non-liver protein
SERAC1,,,Cluster 3: Non-specific - Unknown function,"Adrenal gland - Adrenal cortex cells, Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
PDLIM2,,,Cluster 2: Skeletal muscle - Striated muscle contraction,"Adipose subcutaneous - Adipose progenitor cells, Adipose visceral - Adipose progenitor cells, Adrenal gland - Fibroblasts, Liver - Hepatocytes, Skeletal muscle - Skeletal myocytes, Skeletal muscle - Skeletal myocytes, Stomach - Fibroblasts, Thyroid gland - Fibroblasts",False,False,True,liver protein_3
BTF3L4,,,Cluster 19: Non-specific - Basic cellular processes,"Adrenal gland - Adrenal cortex cells, Testis - Spermatocytes",False,False,False,non-liver protein
RNF170,,,Cluster 76: Retina - Visual perception,Liver - Hepatocytes,False,False,True,liver protein_3
ZFYVE19,,,Cluster 9: Oligodendrocytes - Myelination,,False,False,False,non-liver protein
USP47,,,Cluster 3: Non-specific - Unknown function,,False,False,False,non-liver protein
CLPTM1L,,,Cluster 68: Non-specific - Protein processing,"Adipose subcutaneous - Adipocytes (Subcutaneous), Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,non-liver protein
ARL5B,,,Cluster 83: Liver - Metabolism,,False,True,False,liver protein_2
DNAJC1,,,Cluster 68: Non-specific - Protein processing,Thyroid gland - Thyroid glandular cells,False,False,False,non-liver protein
SCYL1,,,Cluster 43: Non-specific - Mitochondrial translation,,False,False,False,non-liver protein
ZNF512B,,,Cluster 66: Non-specific - Transcription,,False,False,False,non-liver protein
LRATD2,salivary gland: 42.4,,Cluster 38: Salivary gland - Salivary secretion,"Minor Salivary Gland - Minor salivary glandular cells, Testis - Sertoli cells",False,False,False,non-liver protein
CNDP1,brain: 154.3,,Cluster 9: Oligodendrocytes - Myelination,"Kidney - Proximal tubular cells, Liver - Hepatocytes, Skin - Sebaceous gland cells",False,False,True,liver protein_3
EXOC2,,,Cluster 36: Lymphoid tissue - Cytokine signaling,"Skin - Keratinocyte (other), Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,non-liver protein
CNDP2,,,Cluster 52: Kidney - Transmembrane transport,"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Breast - Breast glandular cells, Prostate - Prostate glandular cells, Spleen - Macrophages, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
ZFR,,,Cluster 3: Non-specific - Unknown function,"Testis - Spermatocytes, Testis - Spermatogonia, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
FAM210B,,,Cluster 56: Non-specific - Unknown function,"Adrenal gland - Adrenal cortex cells, Skin - Outer root sheath cells",False,False,False,non-liver protein
SNX27,,,Cluster 3: Non-specific - Unknown function,,False,False,False,non-liver protein
IFT74,,,Cluster 74: Spermatids - Flagellum assembly,Testis - Early spermatids,False,False,False,non-liver protein
SENP8,testis: 15.2,,Cluster 39: Retina & Testis - Cilium,"Testis - Early spermatids, Testis - Late spermatids, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
DHRS1,esophagus: 66.9;liver: 59.4,59.4,Cluster 37: Liver & Intestine - Lipid metabolism,"Liver - Hepatocytes, Minor Salivary Gland - Minor salivary gland basal cells, Skeletal muscle - Fibroblasts",True,True,True,liver protein (all 3)
CARD19,,,Cluster 66: Non-specific - Transcription,Adipose visceral - Adipose progenitor cells,False,False,False,non-liver protein
RMDN2,adrenal gland: 41.1,,Cluster 47: Spleen - Immune response,"Adrenal gland - Adrenal cortex cells, Spleen - Endothelial cells, Testis - Early spermatids",False,False,False,non-liver protein
PRRC1,,,Cluster 48: Stomach - Proteolysis,Adipose visceral - Adipose progenitor cells,False,False,False,non-liver protein
FGD4,,,Cluster 39: Retina & Testis - Cilium,"Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
NSMCE2,,,Cluster 35: Non-specific - Mitochondria,,False,False,False,non-liver protein
PCMTD1,,,Cluster 19: Non-specific - Basic cellular processes,Adrenal gland - Adrenal cortex cells,False,False,False,non-liver protein
HEXIM2,skeletal muscle: 54.9;testis: 43.3,,Cluster 72: Testis & Skeletal muscle - Protein ubiquitination,"Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
FAM20A,liver: 49.0,49.0,Cluster 1: Liver & Kidney - Metabolism,"Adipose subcutaneous - Adipose progenitor cells, Colon - Endothelial cells, Stomach - Gastric mucous cells",True,True,False,liver protein (nTPM + cluster)
YTHDC1,,,Cluster 40: Non-specific - Transcription,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,non-liver protein
TLCD4,liver: 126.0,126.0,Cluster 83: Liver - Metabolism,"Adrenal gland - Adrenal cortex cells, Liver - Hepatocytes, Lung - Alveolar cells type 2, Minor Salivary Gland - Minor salivary glandular cells, Skin - Sebaceous gland cells, Testis - Sertoli cells",True,True,True,liver protein (all 3)
CCDC43,skeletal muscle: 70.9,,Cluster 14: Skeletal muscle - Muscle contraction,Thyroid gland - Thyroid glandular cells,False,False,False,non-liver protein
COG8,,,Cluster 24: Parathyroid gland - Vesicular transport,Testis - Early spermatids,False,False,False,non-liver protein
CMTM3,,,Cluster 62: Connective tissue - ECM organization,"Adipose subcutaneous - Adipose progenitor cells, Adipose visceral - Adipose progenitor cells, Breast - Fibroblasts, Heart muscle - Fibroblasts, Prostate - Fibroblasts, Skeletal muscle - Fibroblasts, Testis - Sertoli cells",False,False,False,non-liver protein
MBOAT7,adrenal gland: 105.0,,Cluster 43: Non-specific - Mitochondrial translation,"Spleen - Neutrophils, Testis - Sertoli cells",False,False,False,non-liver protein
DOCK7,,,Cluster 64: Neuronal - Transcription,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,non-liver protein
UROC1,liver: 113.9,113.9,Cluster 31: Liver - Plasma proteins,"Liver - Hepatocytes, Lung - Respiratory ciliated cells",True,True,True,liver protein (all 3)
RILP,heart muscle: 58.6;skeletal muscle: 46.4,,Cluster 43: Non-specific - Mitochondrial translation,"Adrenal gland - Adrenal cortex cells, Breast - Adipocytes (Breast), Heart muscle - Cardiomyocytes",False,False,False,non-liver protein
SFXN2,kidney: 17.3;parathyroid gland: 12.2,,Cluster 52: Kidney - Transmembrane transport,"Kidney - Proximal tubular cells, Liver - Hepatocytes, Minor Salivary Gland - Minor salivary glandular cells, Prostate - Prostate glandular cells",False,False,True,liver protein_3
ZNF830,,,Cluster 70: Lymphoid tissue - Immune response,,False,False,False,non-liver protein
ZMAT2,,,Cluster 14: Skeletal muscle - Muscle contraction,,False,False,False,non-liver protein
FAM210A,tongue: 31.8,,Cluster 35: Non-specific - Mitochondria,,False,False,False,non-liver protein
RUNDC3B,adrenal gland: 8.0;liver: 5.8,5.8,Cluster 69: Liver - Oxidoreductase activity,"Adrenal gland - Adrenal cortex cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Prostate - Endothelial cells, Testis - Spermatocytes",True,True,True,liver protein (all 3)
VMA22,,,,,False,False,False,non-liver protein
NAP1L5,brain: 104.6,,Cluster 22: Brain - Synaptic signal transduction,Thyroid gland - Thyroid glandular cells,False,False,False,non-liver protein
SLC46A1,intestine: 91.1,,Cluster 25: Small intestine - Absorption,Spleen - Macrophages,False,False,False,non-liver protein
AMDHD1,liver: 59.2;skeletal muscle: 26.2,59.2,Cluster 83: Liver - Metabolism,"Adrenal gland - Adrenal cortex cells, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes",True,True,True,liver protein (all 3)
RPRD1A,,,Cluster 50: Epididymis - Male reproductive secretion,,False,False,False,non-liver protein
AGAP3,brain: 270.4,,Cluster 64: Neuronal - Transcription,,False,False,False,non-liver protein
ARAP1,,,Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response,Testis - Endothelial cells,False,False,False,non-liver protein
SERPINB12,cervix: 13.5;skin 1: 57.5;vagina: 24.8,,Cluster 13: Skin - Cornification,,False,False,False,non-liver protein
IPO9,,,Cluster 49: Pituitary gland - Hormone signaling,"Adrenal gland - Adrenal cortex cells, Testis - Spermatocytes",False,False,False,non-liver protein
MIA2,liver: 131.0,131.0,Cluster 55: Kidney & Intestine - Metabolism,"Adrenal gland - Adrenal cortex cells, Breast - Breast glandular cells, Kidney - Proximal tubular cells, Skeletal muscle - Skeletal myocytes, Thyroid gland - Thyroid glandular cells",True,False,False,liver protein_1
PGLYRP2,liver: 250.7,250.7,Cluster 31: Liver - Plasma proteins,"Breast - Breast glandular cells, Breast - Breast glandular cells, Liver - Hepatocytes, Testis - Sertoli cells",True,True,True,liver protein (all 3)
DGAT2,adipose tissue: 459.3;breast: 129.3;liver: 321.2;skin 1: 146.7,321.2,Cluster 11: Liver - Plasma proteins,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Liver - Hepatocytes, Lung - Neutrophil_2, Minor Salivary Gland - Adipocytes (Minor salivary gland), Skin - Keratinocyte (granular), Spleen - Neutrophils, Testis - Early spermatids, Testis - Late spermatids",True,True,True,liver protein (all 3)
ADGRA2,,,Cluster 62: Connective tissue - ECM organization,"Adrenal gland - Fibroblasts, Breast - Fibroblasts, Heart muscle - Fibroblasts, Kidney - Fibroblasts, Liver - Hepatic stellate cells, Minor Salivary Gland - Fibroblasts, Pituitary gland - Fibroblasts, Skeletal muscle - Fibroblasts, Skin - Fibroblast_1, Spleen - Fibroblast_1, Thyroid gland - Fibroblasts",False,False,True,liver protein_3
ARHGEF17,,,Cluster 64: Neuronal - Transcription,Adrenal gland - Fibroblasts,False,False,False,non-liver protein
MCEE,,,Cluster 68: Non-specific - Protein processing,"Adrenal gland - Adrenal cortex cells, Liver - Hepatocytes, Minor Salivary Gland - Minor salivary glandular cells",False,False,True,liver protein_3
RBM14,,,Cluster 78: Testis - Transcription,,False,False,False,non-liver protein
GBP4,,,Cluster 70: Lymphoid tissue - Immune response,"Breast - Endothelial cells, Kidney - Endothelial cells",False,False,False,non-liver protein
SORCS2,brain: 16.6,,Cluster 9: Oligodendrocytes - Myelination,"Adipose subcutaneous - Adipose progenitor cells, Adipose visceral - Adipose progenitor cells, Adrenal gland - Fibroblasts, Prostate - Fibroblasts, Skeletal muscle - Fibroblasts",False,False,False,non-liver protein
QKI,brain: 301.2;tongue: 213.3,,Cluster 54: Non-specific - Basic cellular processes,,False,False,False,non-liver protein
LENG8,,,Cluster 66: Non-specific - Transcription,,False,False,False,non-liver protein
FMNL2,brain: 215.8,,Cluster 9: Oligodendrocytes - Myelination,"Skin - Endothelial cells, Spleen - Macrophages",False,False,False,non-liver protein
PUS7,,,Cluster 19: Non-specific - Basic cellular processes,Testis - Spermatogonia,False,False,False,non-liver protein
TRAPPC9,,,Cluster 3: Non-specific - Unknown function,"Pituitary gland - Lactotropes, Skin - Keratinocyte (other), Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
PLIN4,adipose tissue: 735.6;breast: 306.4;skeletal muscle: 241.1,,Cluster 7: Adipose tissue - Mixed function,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Heart muscle - Cardiomyocytes, Minor Salivary Gland - Adipocytes (Minor salivary gland), Prostate - Smooth muscle cells, Skin - Adipocytes (Skin), Spleen - Neutrophils",False,False,False,non-liver protein
TRNT1,,,Cluster 40: Non-specific - Transcription,,False,False,False,non-liver protein
SMG1,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,non-liver protein
ALS2,brain: 74.0,,Cluster 65: Cerebellum - Nervous system development,"Spleen - Endothelial cells, Testis - Spermatogonia",False,False,False,non-liver protein
GSDMA,skin 1: 57.0,,Cluster 82: Skin - Keratinization,"Pancreas - Macrophages, Skin - Keratinocyte (granular), Thyroid gland - Macrophages",False,False,False,non-liver protein
PPP1R10,,,Cluster 66: Non-specific - Transcription,,False,False,False,non-liver protein
SLC2A13,brain: 28.1;parathyroid gland: 21.9,,Cluster 61: Brain - Neuronal signaling,,False,False,False,non-liver protein
TEFM,,,Cluster 35: Non-specific - Mitochondria,,False,False,False,non-liver protein
RAB3IP,choroid plexus: 112.8,,Cluster 8: Ciliated cells - Cilium organization,"Minor Salivary Gland - Minor salivary glandular cells, Prostate - Prostate glandular cells, Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
MTMR9,,,Cluster 17: Neuronal - Synaptic function,Testis - Spermatocytes,False,False,False,non-liver protein
VPS35,,,Cluster 5: Brain & Testis - Signal transduction,"Adrenal gland - Adrenal cortex cells, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
PURB,,,Cluster 28: Neuronal - Transcription,,False,False,False,non-liver protein
MAGI1,,,Cluster 32: Endocrine & Neural - Unknown function,"Adipose subcutaneous - Endothelial cells, Adipose visceral - Endothelial cells, Liver - Hepatocytes, Spleen - Endothelial cells, Testis - Early spermatids, Testis - Late spermatids",False,False,True,liver protein_3
PANX1,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,non-liver protein
